371,98
565,36
390,31
213,78
10,91
86,56
760,52
160,98
850,51
44,71
92,79
439,61
561,1
227,6
580,48
888,55
153,83
880,81
758,27
612,92
813,29
836,25
709,47
924,53
142,23
110,67
417,53
55,84
390,58
341,31
495,27
811,34
249,93
331,31
384,24
542,64
6,62
564,21
535,44
425,33
594,95
450,35
12,14
828,62
960,88
972,61
390,64
850,72
733,16
457,60
706,83
786,63
942,89
779,14
603,92
896,9
355,45
928,34
721,22
902,88
26,33
95,98
314,23
742,54
479,91
250,92
778,76
494,39
615,91
395,84
688,32
531,14
419,4
682,93
841,1
988,31
392,17
338,72
805,62
386,10
124,82
870,93
931,62
140,79
602,27
866,59
317,84
373,52
96,13
895,93
448,75
471,24
887,70
717,87
403,3
410,4
904,19
563,64
360,94
399,5
197,10
695,68
774,37
145,68
249,36
601,16
115,3
99,13
342,23
568,29
749,17
169,98
634,87
29,35
907,83
882,35
717,29
427,18
244,34
79,74
865,85
157,28
562,35
858,16
493,57
374,10
84,45
310,79
846,44
392,62
831,68
282,63
236,51
701,26
586,62
579,9
807,77
564,5
337,99
16,55
885,13
221,98
912,12
195,51
586,2
936,39
772,74
969,26
429,50
491,45
31,65
728,83
336,35
625,60
139,74
157,26
227,58
615,3
920,61
158,75
975,32
147,61
830,2
369,70
186,12
299,65
876,43
550,25
762,7
996,83
471,27
635,65
688,80
884,33
936,37
770,81
910,65
425,4
76,78
137,68
827,27
777,66
507,11
692,30
630,78
150,71
371,72
66,13
579,8
791,93
596,41
73,79
762,80
717,54
962,25
795,49
934,19
408,41
514,35
389,99
341,37
968,25
261,32
118,10
50,26
216,18
310,95
876,56
740,92
561,90
270,72
486,85
915,40
126,22
546,15
854,49
666,50
209,13
884,67
27,55
716,37
617,12
147,86
281,70
499,27
442,25
676,93
534,87
301,35
538,78
351,17
582,77
424,24
726,19
355,26
915,74
320,57
363,100
556,54
861,62
770,74
462,58
756,31
793,20
381,27
873,18
693,38
808,79
326,82
901,61
669,75
989,2
716,46
933,4
1,27
859,80
27,40
686,22
850,69
56,69
514,85
256,8
836,48
323,82
238,75
262,96
451,69
356,65
120,88
848,38
803,40
818,15
811,60
414,62
591,3
682,47
845,81
396,89
664,71
405,43
186,69
936,32
168,35
703,87
252,65
700,4
719,56
706,6
525,42
391,82
400,87
49,28
183,18
676,38
155,15
642,98
49,77
599,92
740,30
911,62
505,65
301,57
597,76
835,75
800,74
377,66
454,53
30,49
627,57
78,66
121,59
870,79
932,27
285,41
317,58
749,63
516,25
466,1
12,30
777,70
134,16
397,11
20,49
170,98
38,92
61,52
519,29
595,89
739,45
837,84
333,49
977,29
112,20
530,88
902,74
968,85
575,42
218,40
521,46
508,94
198,97
566,97
542,8
901,1
489,42
287,93
720,90
30,44
651,68
751,54
655,86
374,19
681,19
188,86
852,85
412,87
9,85
378,55
430,7
638,31
189,68
572,65
825,33
593,31
17,75
135,74
854,64
497,20
602,23
450,37
629,99
992,18
57,61
230,53
753,80
906,28
764,48
732,84
179,79
690,17
177,72
270,82
359,31
229,26
794,31
558,42
523,62
546,75
442,97
785,60
625,7
160,41
246,20
169,14
903,3
482,3
973,24
641,61
534,11
267,78
213,66
595,49
467,36
321,36
906,53
768,71
913,54
360,69
846,40
584,21
533,91
843,47
685,40
156,97
318,73
55,31
165,41
595,86
44,38
950,64
864,32
425,35
928,23
458,10
342,80
61,45
915,80
126,4
488,10
938,58
343,9
893,81
249,60
621,38
310,80
857,12
267,61
629,39
677,93
938,84
493,98
650,12
302,28
457,85
490,56
926,78
890,29
566,10
417,82
392,37
156,40
436,33
198,20
196,96
639,6
695,41
999,64
357,83
161,20
625,4
883,62
622,1
9,28
307,25
157,12
997,71
641,49
542,42
517,18
602,65
276,36
311,48
779,80
254,72
324,87
842,43
566,20
851,81
790,29
712,26
692,20
78,80
149,5
294,6
864,92
349,30
268,85
538,99
138,26
707,89
767,38
558,92
604,45
992,87
661,66
938,15
765,16
739,10
738,90
258,1
689,57
946,90
483,42
774,71
862,28
741,69
682,3
327,97
27,72
414,29
988,91
191,77
763,94
9,36
993,60
525,42
430,31
652,10
980,91
634,70
275,45
616,25
496,95
494,6
324,92
433,83
174,8
712,71
588,27
684,84
616,76
547,28
19,37
154,58
938,16
195,40
720,39
916,87
367,71
974,87
384,80
321,49
800,27
201,1
338,54
801,60
409,70
742,64
221,68
562,74
654,41
87,21
750,85
508,58
984,28
81,61
548,8
491,69
673,43
229,5
580,18
470,8
957,9
309,25
536,72
431,7
724,27
609,11
217,78
726,19
99,48
180,8
539,26
8,40
533,48
324,24
975,54
98,1
926,78
958,17
264,8
445,86
617,89
102,4
849,91
670,86
132,9
943,64
777,45
704,6
325,76
830,24
268,4
878,51
716,10
902,81
125,35
316,23
200,1
501,14
295,20
133,89
152,58
94,91
924,55
869,8
683,32
68,96
109,62
492,48
523,26
822,89
631,32
292,53
215,26
811,69
767,32
867,69
551,95
604,63
309,71
873,56
936,54
446,27
108,50
988,37
765,34
929,28
410,80
73,71
362,16
681,2
896,82
402,87
36,42
303,25
158,3
906,72
908,25
875,43
340,26
919,58
411,88
649,53
386,21
712,24
92,10
532,86
40,38
667,54
629,42
835,20
224,17
619,56
112,98
999,60
580,76
579,83
597,85
192,83
56,45
280,3
139,68
287,94
369,60
406,29
404,45
205,5
972,32
710,96
697,16
645,58
147,79
446,11
256,92
712,11
698,71
910,91
409,29
281,56
973,33
690,32
870,21
988,20
763,61
809,55
627,7
3,73
132,68
579,76
650,90
208,8
847,79
634,38
45,12
297,59
350,61
51,52
74,20
981,35
351,85
889,27
467,50
38,46
57,5
507,19
459,63
853,71
171,59
368,96
224,79
147,65
307,90
517,76
751,72
31,71
226,21
20,34
606,70
21,26
466,16
782,41
661,44
506,35
234,69
723,53
748,76
524,45
388,5
216,10
478,75
722,30
670,41
243,38
940,16
493,63
535,21
529,89
648,43
877,9
370,91
365,43
835,92
412,56
298,50
250,72
92,54
474,30
299,52
32,84
103,83
697,92
973,30
960,51
605,56
885,43
648,89
803,90
213,76
5,94
979,66
388,90
671,36
286,21
807,56
523,64
661,8
210,31
751,84
867,15
269,44
474,8
715,50
100,25
781,66
171,65
1000,38
190,94
494,92
119,90
973,36
861,36
688,18
502,61
619,58
925,54
570,1
272,86
626,13
274,88
545,85
961,55
78,78
434,68
151,33
111,43
889,26
925,66
206,19
86,45
74,49
777,50
995,7
43,56
216,33
19,100
820,82
947,25
892,10
36,17
181,88
107,34
319,90
680,80
195,48
932,54
641,35
969,31
942,88
944,70
521,13
19,39
818,67
20,57
759,17
369,60
971,28
316,25
316,9
10,95
507,100
712,31
12,30
604,100
81,57
420,19
371,93
827,21
244,62
984,69
413,6
986,20
604,20
845,84
89,5
230,75
966,34
164,78
557,67
773,100
613,33
590,67
615,21
156,39
394,13
892,78
305,27
168,68
274,46
875,7
669,25
42,20
846,17
890,8
692,60
7,99
716,38
922,76
26,41
770,2
197,77
990,50
70,68
393,94
726,52
198,46
703,96
370,29
837,40
550,100
116,8
896,46
524,97
139,99
195,39
396,82
324,90
213,70
832,5
110,77
450,22
70,39
655,79
770,56
424,86
167,40
1000,13
676,98
330,95
47,81
886,62
958,6
313,17
810,31
776,57
455,91
857,47
586,66
852,47
185,46
862,99
762,90
590,66
392,49
61,2
168,23
794,50
698,68
449,8
519,63
984,54
415,11
671,64
181,41
630,2
206,37
146,48
224,56
163,42
212,6
905,54
2,83
644,63
279,66
223,37
484,50
867,79
919,41
723,41
102,11
331,56
313,13
304,22
88,49
541,64
408,81
445,44
701,32
821,95
283,63
382,6
264,56
683,58
927,67
228,55
35,44
837,45
267,72
225,83
790,69
235,15
651,94
47,54
986,7
556,97
124,97
654,33
360,58
316,80
903,81
832,24
49,65
450,71
271,55
53,34
508,1
763,26
182,30
534,46
958,51
254,21
872,2
912,75
884,54
784,5
807,93
464,99
842,68
226,95
153,75
885,23
444,42
65,11
816,57
523,18
611,63
778,59
510,62
485,25
841,52
