73,19
21,43
16,40
72,81
23,8
74,47
33,86
83,47
16,18
44,4
75,59
45,81
34,2
58,10
61,66
3,58
37,29
34,39
48,67
28,22
63,82
90,98
22,1
29,10
39,90
46,15
93,74
100,14
73,79
71,13
11,11
37,80
60,21
22,79
42,68
64,91
17,33
44,63
65,75
95,12
58,54
7,68
89,23
58,3
67,79
97,50
61,21
18,4
33,59
49,3
84,38
39,94
10,52
9,21
34,49
51,20
21,29
95,99
23,3
84,93
86,96
35,14
53,89
18,66
23,58
10,82
59,7
21,12
60,48
34,21
38,44
96,77
67,3
99,42
46,10
53,30
26,20
82,35
34,44
39,52
19,36
46,50
54,95
43,51
19,62
38,57
53,24
42,22
24,24
26,79
38,26
80,41
42,87
3,74
19,41
90,24
36,16
92,97
54,24
64,46
18,2
53,24
19,11
6,48
37,80
50,14
67,92
42,69
28,59
14,93
85,54
83,52
71,29
11,8
53,6
81,51
16,17
21,41
66,89
6,92
25,52
98,14
41,59
77,78
37,69
14,41
19,54
76,4
9,82
72,57
93,32
86,29
17,47
89,77
65,94
62,46
86,69
100,27
100,94
28,25
71,36
34,9
83,54
83,83
95,93
59,60
60,77
66,11
48,35
84,26
71,50
22,32
73,16
12,56
58,69
70,52
30,9
44,76
97,23
5,83
81,42
28,49
74,39
5,14
42,12
71,93
18,88
91,69
89,82
21,27
40,37
70,72
64,12
94,29
84,13
73,25
91,11
75,65
23,76
32,46
19,87
97,45
73,75
75,85
20,18
38,77
8,4
57,83
94,34
78,50
62,19
80,28
86,59
45,87
67,38
36,37
95,65
75,66
49,1
31,63
48,16
93,79
41,33
84,93
18,41
53,81
61,77
93,17
96,37
44,51
60,59
39,14
11,10
42,40
47,54
16,40
73,4
28,58
41,4
19,86
15,32
78,89
69,77
14,12
91,48
99,81
76,46
13,43
32,25
97,97
58,88
45,93
88,30
29,14
58,50
93,60
63,61
29,77
32,63
77,97
74,29
98,69
2,25
5,3
38,60
89,23
38,100
83,5
49,1
31,42
34,81
67,54
51,80
74,80
79,69
54,12
33,29
97,35
96,12
8,8
65,95
53,88
74,90
96,20
50,50
60,87
42,73
38,36
36,81
4,58
48,77
56,54
1,90
92,10
20,9
84,64
22,63
73,50
22,40
48,53
11,45
28,30
52,79
57,6
18,91
12,96
100,83
11,62
41,13
25,71
37,69
88,39
69,56
48,13
36,57
30,57
43,97
34,59
10,72
37,4
42,4
100,97
46,48
73,88
6,2
35,68
84,64
79,83
55,48
35,99
47,97
30,44
57,12
54,57
1,23
19,87
82,74
96,72
14,48
44,77
76,11
92,87
92,92
30,73
49,90
80,70
95,94
97,44
42,74
68,63
42,63
31,85
25,54
51,59
16,92
44,8
15,59
85,75
74,23
69,39
87,66
68,14
13,66
46,93
23,27
80,96
86,83
25,79
68,7
51,8
15,58
28,29
71,6
85,4
21,35
44,37
3,13
46,91
10,31
95,98
3,45
32,78
91,65
68,45
39,86
43,16
75,34
29,78
4,99
86,10
59,64
2,13
43,54
60,79
69,40
87,29
90,26
89,79
70,14
35,51
90,44
45,17
62,21
73,46
37,52
61,93
27,24
3,65
3,67
87,24
8,61
44,82
57,38
68,71
18,59
69,18
20,50
5,93
41,85
52,52
56,42
87,17
82,53
47,82
72,85
7,7
78,33
27,6
82,66
13,10
21,30
52,98
36,72
31,30
75,80
9,46
81,14
65,35
12,20
34,98
92,47
38,45
98,49
82,84
66,72
32,64
54,87
31,34
70,60
86,74
33,90
79,48
29,73
8,65
61,8
34,12
37,61
24,35
25,26
95,48
26,80
10,66
98,2
67,27
80,53
68,88
83,75
69,13
8,68
38,65
99,26
98,36
98,3
92,1
81,7
36,28
87,77
19,29
56,66
37,2
89,20
78,27
20,1
14,85
24,93
93,35
67,100
16,83
37,31
69,98
55,99
82,6
18,3
20,52
6,20
30,2
83,62
42,99
12,24
78,24
76,2
86,14
43,79
86,99
55,81
18,27
76,61
6,84
37,99
23,62
58,10
99,20
72,34
13,34
94,80
15,11
29,75
6,84
20,20
90,88
12,5
73,47
45,76
80,67
15,91
63,18
23,62
83,20
98,82
83,58
19,23
80,51
18,29
81,48
57,6
29,40
80,18
21,3
48,72
51,97
22,63
39,42
33,18
11,58
56,22
52,62
15,42
58,88
31,44
86,86
62,52
47,57
2,12
83,22
22,84
63,79
87,11
50,37
90,47
12,10
5,99
87,55
73,98
44,80
79,83
47,92
33,64
56,64
83,42
57,26
70,28
52,95
31,87
4,67
24,71
31,16
100,34
5,21
8,71
8,36
90,42
98,82
85,37
60,24
45,86
70,78
41,75
58,43
78,29
60,87
94,82
25,24
80,30
83,94
99,35
31,35
17,15
25,29
98,88
70,16
40,7
79,98
39,48
35,90
98,73
77,42
33,76
63,69
15,85
38,38
5,70
37,7
22,42
30,81
99,4
21,31
1,52
54,9
86,39
96,68
41,54
22,65
85,67
46,85
87,49
21,28
78,56
75,73
72,85
84,83
75,84
26,62
40,85
9,11
12,22
96,67
93,29
1,29
59,66
98,9
18,38
74,7
5,58
87,23
86,64
94,82
5,91
66,1
46,47
91,18
88,5
63,35
6,7
34,13
83,40
94,65
66,70
28,26
87,96
99,29
52,59
85,62
68,14
70,86
23,16
1,13
83,86
7,31
25,68
72,46
69,78
77,87
71,12
89,66
99,51
40,96
5,51
9,43
56,13
3,63
66,95
56,6
85,21
73,69
37,87
56,64
96,51
57,76
79,16
40,23
92,63
78,11
4,73
16,79
91,3
14,16
7,81
80,68
20,10
86,22
66,3
59,20
3,47
100,3
30,3
44,56
60,63
82,11
97,54
5,97
47,60
88,3
79,67
89,6
37,18
12,84
10,18
69,90
60,59
95,79
79,35
64,92
88,63
26,56
82,42
59,22
73,98
24,2
82,25
89,80
92,4
51,26
3,19
67,71
36,41
21,5
67,100
51,1
80,84
64,46
95,91
2,28
14,8
73,29
29,28
27,47
52,7
13,79
3,86
32,6
53,6
19,29
28,93
15,21
98,35
56,95
25,12
19,15
49,66
17,34
81,31
69,94
61,11
72,98
22,12
24,5
81,72
16,71
95,7
50,77
7,84
90,10
58,49
74,75
10,64
35,9
54,2
46,41
15,90
59,53
86,38
63,35
6,74
95,70
93,66
43,67
43,73
22,79
50,37
100,32
44,68
17,86
39,33
89,49
44,58
84,16
67,17
94,3
74,15
93,38
78,4
32,82
26,23
85,42
71,53
45,1
65,19
18,41
34,20
71,41
40,84
90,25
1,50
21,74
50,15
30,1
32,17
70,45
71,36
7,31
42,87
78,32
3,61
35,50
62,4
47,57
53,49
5,51
35,31
68,95
39,27
31,32
11,99
56,93
58,72
78,55
95,10
43,1
70,22
30,18
5,89
57,78
63,96
30,58
10,4
61,3
25,19
84,40
49,60
60,10
86,79
49,8
84,15
48,15
76,88
53,27
31,81
18,7
93,82
27,18
91,90
36,6
50,88
73,42
75,28
27,56
80,83
56,5
27,21
92,59
94,44
93,47
47,85
19,51
96,10
49,71
8,71
72,40
91,12
3,24
83,14
22,98
52,3
39,23
82,25
91,61
8,3
85,51
71,79
96,12
43,16
93,3
97,43
77,34
5,39
87,11
34,64
18,46
23,33
99,39
87,23
21,6
10,22
72,10
89,77
87,73
70,77
46,70
32,76
41,74
21,18
57,20
51,79
44,13
